"2025 College Graduate Career Jobs — Hiring & Layoff Data (US) [CPI-Adjusted to 2025 USD, factor=1.0000]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2025,# Fired / Laid Off in 2025
450.0,Herpetologist,Other,65097.0,1245.0,130.0
451.0,Ichthyologist,Other,67440.0,1115.0,165.0
452.0,Primatologist,Other,71881.0,909.0,123.0
453.0,Ethologist,Other,66803.0,1082.0,125.0
454.0,Behavioral Economist,Other,107638.0,2199.0,167.0
455.0,Organizational Psychologist,Other,97250.0,3401.0,297.0
456.0,Rehabilitation Counselor,Other,54631.0,6063.0,780.0
457.0,Mental Health Counselor,Other,57233.0,8068.0,1125.0
458.0,Marriage & Family Therapist,Other,60692.0,6611.0,715.0
459.0,Addiction Counselor,Other,49700.0,5663.0,809.0
460.0,Career Counselor,Other,54975.0,4821.0,386.0
461.0,Life Coach,Other,65475.0,6173.0,322.0
462.0,Executive Coach,Other,128326.0,3988.0,287.0
463.0,Nutritionist (Private Practice),Other,63398.0,4715.0,323.0
464.0,Acupuncturist,Other,75618.0,2528.0,265.0
465.0,Naturopathic Doctor,Other,84015.0,2340.0,289.0
466.0,Homeopathic Practitioner,Other,68641.0,1461.0,96.0
467.0,Massage Therapist,Other,50579.0,7974.0,658.0
468.0,Esthetician,Other,43288.0,5593.0,1005.0
469.0,Cosmetologist,Other,38896.0,7807.0,1139.0
470.0,Nail Technician,Other,35882.0,5412.0,303.0
471.0,Hair Stylist,Other,38766.0,9856.0,972.0
472.0,Tattoo Artist,Other,48973.0,3818.0,454.0
473.0,Funeral Director,Other,64124.0,2928.0,317.0
474.0,Embalmer,Other,53948.0,2304.0,193.0
475.0,Chaplain,Other,54890.0,3349.0,298.0
476.0,Theologian,Other,64287.0,1430.0,245.0
477.0,Religious Leader (Minister/Rabbi/Imam),Other,56472.0,3424.0,417.0
478.0,Philosopher (Independent),Other,46349.0,1184.0,155.0
479.0,Poet (Published),Other,39464.0,1851.0,337.0
480.0,Author / Novelist,Other,54814.0,3157.0,504.0
481.0,Technical Author,Other,81006.0,4301.0,404.0
482.0,Grant Researcher,Other,65298.0,3237.0,150.0
483.0,Professional Blogger,Other,49028.0,4622.0,402.0
484.0,Online Course Creator,Other,68874.0,4878.0,732.0
485.0,Academic Tutor,Other,43469.0,7513.0,1147.0
486.0,Test Prep Instructor,Other,54175.0,5737.0,940.0
487.0,Piano / Music Teacher,Other,43077.0,5714.0,647.0
488.0,Art Teacher,Other,50366.0,4543.0,668.0
489.0,Dance Instructor,Other,44052.0,4400.0,649.0
490.0,Drama Teacher,Other,49792.0,3622.0,513.0
491.0,Culinary Arts Teacher,Other,54295.0,2659.0,204.0
492.0,Sommelier (Wine Educator),Other,56593.0,2020.0,175.0
493.0,Barista (Manager),Other,42903.0,5446.0,516.0
494.0,Brewery Manager,Other,67837.0,3243.0,138.0
495.0,Winemaker,Other,74040.0,2195.0,218.0
496.0,Distiller,Other,64994.0,1760.0,264.0
497.0,Food Critic,Other,61266.0,1198.0,118.0
498.0,Restaurant Critic,Other,56133.0,972.0,65.0
499.0,Travel Writer,Other,50428.0,1811.0,187.0
500.0,Adventure Guide,Other,47066.0,2995.0,200.0
501.0,Ski Instructor,Other,38936.0,4401.0,620.0
502.0,Scuba Diving Instructor,Other,44107.0,2782.0,142.0
503.0,Pilot (Private),Other,87688.0,2517.0,225.0
504.0,Air Traffic Controller,Other,132213.0,2128.0,298.0
505.0,Maritime Captain,Other,92873.0,1821.0,70.0
506.0,Merchant Marine Officer,Other,81059.0,1513.0,209.0
507.0,Astronaut,Other,147106.0,118.0,10.0
508.0,Space Mission Analyst,Other,119578.0,723.0,80.0
509.0,Defense Contractor Analyst,Other,109436.0,3345.0,170.0
510.0,Weapons Systems Engineer,Other,133417.0,2242.0,204.0
511.0,Drone Operator (Commercial),Other,70374.0,4732.0,395.0
512.0,Autonomous Vehicle Engineer,Other,149123.0,3781.0,313.0
513.0,Battery Technology Engineer,Other,127430.0,3232.0,562.0
514.0,Hydrogen Energy Specialist,Other,115567.0,2574.0,309.0
515.0,Nuclear Reactor Operator,Other,97180.0,1670.0,261.0
516.0,Power Plant Engineer,Other,94874.0,2660.0,492.0
517.0,Utilities Manager,Other,90696.0,3158.0,297.0
518.0,Water Treatment Specialist,Other,74209.0,3888.0,239.0
519.0,Waste Management Engineer,Other,81574.0,3555.0,175.0
520.0,Recycling Engineer,Other,75338.0,3090.0,406.0
521.0,Circular Economy Consultant,Other,89390.0,2652.0,452.0
522.0,Impact Investor,Other,150079.0,1821.0,157.0
523.0,Microfinance Specialist,Other,69522.0,2028.0,273.0
524.0,Economic Development Officer,Other,76766.0,3413.0,596.0
525.0,Community Development Banker,Other,73896.0,2595.0,423.0
526.0,Financial Inclusion Specialist,Other,66929.0,2003.0,300.0
527.0,Regulatory Affairs Specialist,Other,92591.0,4365.0,755.0
528.0,Clinical Trial Manager,Other,104981.0,3557.0,297.0
529.0,Drug Safety Officer,Other,100416.0,3343.0,151.0
530.0,Medical Affairs Manager,Other,121438.0,2661.0,155.0
531.0,Pharmaceutical Sales Rep,Other,79779.0,7656.0,493.0
532.0,Medical Device Sales,Other,91183.0,6953.0,1054.0
533.0,Health Informatics Specialist,Other,92170.0,3814.0,592.0
534.0,Medical Imaging Specialist,Other,81345.0,3482.0,274.0
535.0,Orthopedic Technician,Other,60173.0,4782.0,740.0
536.0,Perfusionist,Other,124146.0,1463.0,233.0
537.0,Electrophysiology Technician,Other,74159.0,2912.0,201.0
538.0,Echocardiography Technician,Other,78018.0,3032.0,400.0
539.0,Phlebotomist (Supervisor),Other,54187.0,5463.0,914.0
540.0,Pathologist Assistant,Other,90951.0,2417.0,136.0
541.0,Cytotechnologist,Other,74362.0,2749.0,431.0
542.0,Histotechnician,Other,64875.0,2732.0,497.0
543.0,Audiologist,Other,83961.0,3920.0,206.0
544.0,Prosthetist / Orthotist,Other,91232.0,2424.0,128.0
545.0,Art Therapist,Other,53078.0,3780.0,301.0
546.0,Music Therapist,Other,53792.0,3420.0,466.0
547.0,Equine Therapist,Other,50803.0,2153.0,365.0
548.0,Horticultural Therapist,Other,50206.0,1708.0,200.0
549.0,Drama Therapist,Other,53294.0,2100.0,329.0
550.0,Aquatic Therapist,Other,57624.0,2713.0,134.0
551.0,Telehealth Coordinator,Other,64910.0,5475.0,847.0
552.0,Remote Patient Monitor,Other,57434.0,4693.0,576.0
553.0,Health Coach,Other,61058.0,6451.0,374.0
554.0,Geriatric Care Manager,Other,66669.0,4281.0,701.0
555.0,Palliative Care Specialist,Other,83729.0,2818.0,458.0
556.0,Hospice Worker,Other,56377.0,4314.0,514.0
557.0,Doula,Other,50071.0,3620.0,219.0
558.0,Midwife,Other,117953.0,2300.0,441.0
559.0,Lactation Consultant,Other,67427.0,3195.0,553.0
560.0,Genetic Engineer,Other,116761.0,2052.0,222.0
561.0,CRISPR Researcher,Other,112186.0,1674.0,206.0
562.0,Synthetic Biologist,Other,120784.0,1486.0,145.0
563.0,Bioinformatics Scientist,Other,110511.0,2848.0,356.0
564.0,Computational Chemist,Other,106847.0,2280.0,226.0
565.0,Crystallographer,Other,97380.0,1259.0,210.0
566.0,Spectroscopist,Other,90225.0,1497.0,250.0
567.0,Mass Spectrometry Analyst,Other,88538.0,1862.0,90.0
568.0,Chromatography Specialist,Other,86420.0,1984.0,394.0
569.0,Lab Manager,Other,81387.0,4094.0,691.0
570.0,Research Associate,Other,57275.0,7698.0,1307.0
571.0,Postdoctoral Researcher,Other,63697.0,6034.0,941.0
572.0,Clinical Lab Scientist,Other,73629.0,5447.0,533.0
573.0,Patent Examiner,Other,95903.0,2861.0,429.0
574.0,Technology Transfer Officer,Other,86917.0,2434.0,446.0
575.0,Research Commercialization Manager,Other,95610.0,2161.0,186.0
576.0,SBIR Grant Manager,Other,81113.0,1765.0,313.0
577.0,University Research Administrator,Other,79200.0,3318.0,432.0
578.0,Academic Department Chair,Other,123953.0,2107.0,265.0
579.0,Dean of Students,Other,99603.0,2541.0,307.0
580.0,Admissions Counselor,Other,49216.0,5310.0,989.0
581.0,Financial Aid Officer,Other,54021.0,5167.0,420.0
582.0,Registrar,Other,64025.0,3488.0,663.0
583.0,Housing Director,Other,66742.0,3296.0,474.0
584.0,Student Affairs Director,Other,85942.0,2539.0,133.0
585.0,Career Services Director,Other,81541.0,3073.0,472.0
586.0,Diversity & Inclusion Officer,Other,92696.0,4855.0,326.0
587.0,Title IX Coordinator,Other,74489.0,3285.0,392.0
588.0,Ombudsman,Other,69975.0,2606.0,284.0
589.0,Accreditation Specialist,Other,74371.0,2188.0,183.0
590.0,Institutional Research Analyst,Other,70490.0,3509.0,138.0
591.0,Assessment Coordinator,Other,64516.0,3465.0,576.0
592.0,Online Education Director,Other,91978.0,3218.0,231.0
593.0,Learning Management System Admin,Other,66664.0,3784.0,349.0
594.0,Accessibility Coordinator,Other,59864.0,3565.0,561.0
595.0,International Student Advisor,Other,53611.0,4162.0,431.0
596.0,Study Abroad Coordinator,Other,50832.0,3807.0,619.0
597.0,Alumni Relations Manager,Other,63914.0,3047.0,523.0
598.0,University Fundraiser,Other,76281.0,3883.0,350.0
599.0,API Developer,Technology,148783.0,7841.0,804.0
600.0,GraphQL Developer,Technology,142865.0,6096.0,586.0
601.0,React Developer,Technology,144921.0,10018.0,909.0
602.0,Angular Developer,Technology,139295.0,9172.0,889.0
603.0,Vue.js Developer,Technology,134800.0,7700.0,1364.0
604.0,Node.js Developer,Technology,145253.0,9391.0,803.0
605.0,Python Developer,Technology,146591.0,11666.0,1318.0
606.0,Java Developer,Technology,142898.0,10712.0,1477.0
607.0,C++ Developer,Technology,147438.0,7601.0,869.0
608.0,Rust Developer,Technology,159409.0,4117.0,757.0
609.0,Go Developer,Technology,153168.0,6031.0,751.0
610.0,Swift Developer,Technology,150195.0,6687.0,759.0
611.0,Kotlin Developer,Technology,148172.0,5743.0,956.0
612.0,PHP Developer,Technology,118867.0,8621.0,730.0
613.0,Ruby on Rails Developer,Technology,134906.0,6713.0,1281.0
614.0,Scala Developer,Technology,152477.0,4208.0,528.0
615.0,R Programmer,Technology,120737.0,4985.0,564.0
616.0,MATLAB Engineer,Technology,111578.0,3807.0,609.0
617.0,SAS Programmer,Technology,109608.0,3463.0,254.0
618.0,Tableau Developer,Technology,101879.0,4725.0,885.0
619.0,Power BI Developer,Technology,100689.0,6180.0,1037.0
620.0,Looker Developer,Technology,106287.0,3848.0,435.0
621.0,Snowflake Engineer,Technology,159520.0,5223.0,1161.0
622.0,Spark Engineer,Technology,161352.0,4261.0,698.0
623.0,Kafka Engineer,Technology,155384.0,3758.0,640.0
624.0,Kubernetes Engineer,Technology,167731.0,4854.0,734.0
625.0,Docker Specialist,Technology,150049.0,5692.0,721.0
626.0,Terraform Engineer,Technology,159247.0,3966.0,339.0
627.0,Ansible Engineer,Technology,140892.0,3603.0,213.0
628.0,Jenkins Engineer,Technology,133748.0,3542.0,289.0
629.0,GitHub Actions Specialist,Technology,134794.0,3793.0,796.0
630.0,CI/CD Engineer,Technology,145962.0,4313.0,658.0
631.0,Infrastructure Engineer,Technology,151857.0,6060.0,732.0
632.0,Storage Engineer,Technology,134073.0,3657.0,794.0
633.0,Virtualization Engineer,Technology,131189.0,3144.0,434.0
634.0,Data Warehouse Engineer,Technology,144854.0,4264.0,931.0
635.0,ETL Developer,Technology,120931.0,4848.0,571.0
636.0,Information Architect,Technology,121758.0,3463.0,302.0
637.0,Interaction Designer,Technology,106637.0,4912.0,886.0
638.0,Service Designer,Technology,114147.0,3580.0,334.0
639.0,Design System Manager,Technology,126292.0,3088.0,643.0
640.0,Accessibility Engineer,Technology,116841.0,3424.0,536.0
641.0,Localization Engineer,Technology,99298.0,2955.0,534.0
642.0,Release Manager,Technology,131876.0,3508.0,671.0
643.0,Configuration Manager,Technology,111554.0,3469.0,603.0
644.0,IT Risk Manager,Technology,125474.0,3075.0,197.0
645.0,SOC Analyst,Technology,88111.0,6713.0,400.0
646.0,Threat Intelligence Analyst,Technology,106078.0,3950.0,523.0
647.0,Incident Response Specialist,Technology,116816.0,3802.0,709.0
648.0,Digital Forensics Analyst,Technology,99823.0,3304.0,251.0
649.0,Malware Analyst,Technology,112999.0,2930.0,400.0
650.0,Bug Bounty Hunter,Technology,92876.0,2504.0,141.0
651.0,Reverse Engineer,Technology,121920.0,2109.0,268.0
652.0,Cryptographer,Technology,145176.0,1600.0,81.0
653.0,PKI Engineer,Technology,123740.0,2591.0,259.0
654.0,Identity & Access Manager,Technology,116914.0,4054.0,578.0
655.0,Zero Trust Architect,Technology,157422.0,2650.0,234.0
656.0,SIEM Engineer,Technology,112640.0,3210.0,695.0
657.0,Endpoint Security Analyst,Technology,93537.0,4431.0,282.0
658.0,Application Security Engineer,Technology,138874.0,4828.0,484.0
659.0,Augmented Reality Designer,Technology,115874.0,3141.0,261.0
660.0,Digital Twin Engineer,Technology,137227.0,2408.0,335.0
661.0,Edge Computing Specialist,Technology,143035.0,2127.0,430.0
662.0,IoT Engineer,Technology,134504.0,4420.0,469.0
663.0,5G Network Engineer,Technology,139135.0,3512.0,598.0
664.0,Satellite Communications Engineer,Technology,133963.0,1911.0,441.0
665.0,Chip Design Engineer,Technology,144613.0,2766.0,187.0
666.0,FPGA Engineer,Technology,142525.0,2303.0,391.0
667.0,Semiconductor Process Engineer,Technology,136269.0,2587.0,320.0
668.0,Photonics Engineer,Technology,129626.0,1622.0,250.0
669.0,Quantum Software Engineer,Technology,171992.0,807.0,127.0
670.0,Structured Finance Analyst,Finance,128501.0,2984.0,434.0
671.0,Derivatives Trader,Finance,199585.0,2405.0,203.0
672.0,Fixed Income Analyst,Finance,110660.0,3043.0,213.0
673.0,Commodities Trader,Finance,148150.0,2343.0,182.0
674.0,Foreign Exchange Analyst,Finance,103501.0,3556.0,344.0
675.0,ESG Investment Analyst,Finance,99938.0,4458.0,389.0
676.0,Impact Investment Manager,Finance,114032.0,2736.0,297.0
677.0,Sustainable Finance Analyst,Finance,95349.0,3874.0,568.0
678.0,Fintech Product Manager,Finance,145532.0,5509.0,1096.0
679.0,Cryptocurrency Analyst,Finance,100623.0,4991.0,840.0
680.0,DeFi Analyst,Finance,109160.0,3586.0,633.0
681.0,RegTech Specialist,Finance,101496.0,3058.0,254.0
682.0,Robo-Advisor Developer,Finance,117983.0,2649.0,592.0
683.0,Payment Systems Analyst,Finance,89856.0,4346.0,379.0
684.0,Anti-Money Laundering Analyst,Finance,83723.0,4866.0,300.0
685.0,KYC Analyst,Finance,75426.0,5350.0,616.0
686.0,Financial Crime Investigator,Finance,89761.0,3299.0,488.0
687.0,Retirement Plan Advisor,Finance,88505.0,5093.0,338.0
688.0,Insurance Actuary,Finance,120573.0,2732.0,253.0
689.0,Catastrophe Modeler,Finance,115755.0,1966.0,226.0
690.0,Reinsurance Analyst,Finance,103481.0,2340.0,418.0
691.0,Pension Fund Manager,Finance,149540.0,2575.0,341.0
692.0,Endowment Manager,Finance,146018.0,1581.0,218.0
693.0,Family Office Advisor,Finance,156476.0,2083.0,217.0
694.0,Sovereign Wealth Fund Analyst,Finance,138463.0,1346.0,81.0
695.0,Telemedicine Physician,Healthcare,259824.0,4064.0,531.0
696.0,Concierge Medicine Physician,Healthcare,299912.0,2431.0,320.0
697.0,Hospital Administrator,Healthcare,135394.0,5764.0,761.0
698.0,Chief Medical Officer,Healthcare,411190.0,860.0,73.0
699.0,Chief Nursing Officer,Healthcare,202774.0,1348.0,125.0
700.0,Health IT Specialist,Healthcare,93019.0,6939.0,463.0
701.0,Medical Scribe,Healthcare,39368.0,8921.0,1086.0
702.0,Patient Care Coordinator,Healthcare,53607.0,10596.0,1096.0
703.0,Case Manager (Healthcare),Healthcare,64618.0,8145.0,583.0
704.0,Utilization Review Specialist,Healthcare,74704.0,6277.0,881.0
705.0,Prior Authorization Specialist,Healthcare,58832.0,7323.0,791.0
706.0,Clinical Documentation Specialist,Healthcare,72239.0,5678.0,340.0
707.0,Infection Prevention Specialist,Healthcare,81531.0,5103.0,700.0
708.0,Quality Improvement Specialist,Healthcare,85149.0,5028.0,607.0
709.0,Patient Safety Officer,Healthcare,92746.0,3996.0,298.0
710.0,Clinical Ethicist,Healthcare,95246.0,1912.0,136.0
711.0,Health Economist,Healthcare,106126.0,3170.0,414.0
712.0,Pharmacy Technician (Lead),Healthcare,51342.0,7540.0,334.0
713.0,Nuclear Medicine Technologist,Healthcare,87560.0,2660.0,230.0
714.0,MRI Technologist,Healthcare,78684.0,5448.0,905.0
715.0,CT Technologist,Healthcare,76935.0,6542.0,445.0
716.0,Ultrasound Technologist,Healthcare,83145.0,6113.0,624.0
717.0,Cardiovascular Technologist,Healthcare,70775.0,4724.0,628.0
718.0,Polysomnographic Technician,Healthcare,59928.0,3724.0,536.0
719.0,Dialysis Technician,Healthcare,53787.0,5779.0,744.0
720.0,Surgical Technician,Healthcare,57579.0,6453.0,648.0
721.0,Sterile Processing Technician,Healthcare,50672.0,5744.0,961.0
722.0,Dental Assistant (Lead),Healthcare,43592.0,8002.0,540.0
723.0,Orthodontist,Healthcare,278935.0,1947.0,259.0
724.0,Endodontist,Healthcare,323053.0,1323.0,120.0
725.0,Periodontist,Healthcare,314602.0,1201.0,133.0
726.0,Oral Surgeon,Healthcare,400423.0,970.0,112.0
727.0,Prosthodontist,Healthcare,283819.0,1069.0,81.0
728.0,Pediatric Dentist,Healthcare,262696.0,1597.0,211.0
729.0,Chief of Staff,Business,173802.0,3744.0,548.0
730.0,Chief People Officer,Business,257829.0,1144.0,223.0
731.0,Chief Revenue Officer,Business,310304.0,842.0,127.0
732.0,Chief Technology Officer,Business,339014.0,798.0,102.0
733.0,General Manager,Business,135538.0,5251.0,680.0
734.0,Regional Manager,Business,118379.0,5994.0,1164.0
735.0,District Manager,Business,100388.0,6536.0,679.0
736.0,Category Manager,Business,90074.0,5244.0,877.0
737.0,Channel Manager,Business,94906.0,5241.0,813.0
738.0,Partnership Manager,Business,102334.0,5264.0,1200.0
739.0,Alliance Manager,Business,107441.0,4627.0,352.0
740.0,Vendor Manager,Business,92419.0,4756.0,784.0
741.0,Contract Negotiator,Business,105539.0,4564.0,317.0
742.0,Pricing Analyst,Business,84392.0,5375.0,840.0
743.0,Revenue Operations Manager,Business,113469.0,4474.0,733.0
744.0,Sales Operations Analyst,Business,81484.0,5646.0,1013.0
745.0,Inside Sales Representative,Business,57739.0,14260.0,2587.0
746.0,Enterprise Account Executive,Business,148866.0,7700.0,666.0
747.0,SMB Account Executive,Business,87790.0,9272.0,1641.0
748.0,Sales Development Representative,Business,57314.0,15087.0,1655.0
749.0,Business Development Representative,Business,60197.0,11719.0,1319.0
750.0,Customer Experience Manager,Business,86810.0,6391.0,475.0
751.0,Community Manager,Business,63357.0,7260.0,1012.0
752.0,User Research Manager,Business,107875.0,4251.0,180.0
753.0,Performance Marketing Manager,Marketing,99551.0,6702.0,726.0
754.0,Paid Search Specialist,Marketing,73715.0,6460.0,1057.0
755.0,Paid Social Specialist,Marketing,71389.0,6502.0,1294.0
756.0,Affiliate Marketing Manager,Marketing,80947.0,5588.0,408.0
757.0,Conversion Rate Optimizer,Marketing,83646.0,4625.0,1105.0
758.0,Marketing Analytics Manager,Marketing,103334.0,5769.0,911.0
759.0,CRM Manager,Marketing,91412.0,6632.0,709.0
760.0,Loyalty Program Manager,Marketing,85596.0,5161.0,1249.0
761.0,Trade Marketing Manager,Marketing,80245.0,4651.0,847.0
762.0,Shopper Marketing Manager,Marketing,86574.0,3891.0,691.0
763.0,Retail Marketing Manager,Marketing,80527.0,4807.0,823.0
764.0,Field Marketing Manager,Marketing,86488.0,5295.0,1095.0
765.0,Account Director (Advertising),Marketing,117174.0,4515.0,720.0
766.0,Media Planner,Marketing,68676.0,4996.0,1238.0
767.0,Account Planner,Marketing,75714.0,3989.0,972.0
768.0,Brand Strategist,Marketing,94620.0,4381.0,377.0
769.0,Consumer Insights Manager,Marketing,98591.0,3693.0,236.0
770.0,Packaging Designer,Marketing,67685.0,4451.0,328.0
771.0,Retail Designer,Marketing,63807.0,3662.0,415.0
772.0,Experiential Marketing Manager,Marketing,85130.0,4921.0,860.0
773.0,Online Course Developer,Education,74617.0,4524.0,1013.0
774.0,Educational Technology Specialist,Education,69316.0,4887.0,653.0
775.0,Learning Experience Designer,Education,80109.0,4582.0,532.0
776.0,Corporate Learning Manager,Education,89072.0,4497.0,651.0
777.0,Academic Coach,Education,49219.0,5235.0,1049.0
778.0,Reading Specialist,Education,56119.0,4973.0,715.0
779.0,Math Interventionist,Education,56703.0,4720.0,421.0
780.0,STEM Coordinator,Education,67303.0,4128.0,691.0
781.0,Gifted Education Teacher,Education,58968.0,4291.0,869.0
782.0,Bilingual Education Teacher,Education,55675.0,5870.0,1050.0
783.0,Montessori Teacher,Education,45816.0,5414.0,603.0
784.0,Waldorf Teacher,Education,45703.0,3467.0,245.0
785.0,Online Tutor (Platform),Education,49355.0,9592.0,1316.0
786.0,Test Prep Coordinator,Education,56344.0,4376.0,303.0
787.0,Education Policy Analyst,Education,81112.0,2987.0,192.0
788.0,School Data Analyst,Education,66059.0,3386.0,402.0
789.0,Education Researcher,Education,73852.0,3366.0,618.0
790.0,Textbook Editor,Education,63238.0,2924.0,546.0
791.0,Educational Publisher,Education,74416.0,2491.0,314.0
792.0,Simulation Educator,Education,76168.0,2949.0,671.0
793.0,Budget Analyst (Government),Government,79032.0,3329.0,413.0
794.0,Legislative Analyst,Government,83499.0,2776.0,406.0
795.0,Municipal Manager,Government,94327.0,2788.0,391.0
796.0,County Administrator,Government,89482.0,2429.0,720.0
797.0,Public Works Director,Government,104980.0,1994.0,667.0
798.0,Emergency Management Director,Government,96772.0,2458.0,466.0
799.0,Homeland Security Analyst,Government,94492.0,2855.0,1021.0
800.0,Diplomatic Security Agent,Government,90586.0,1542.0,647.0
801.0,DEA Agent,Government,94288.0,1283.0,303.0
802.0,ATF Agent,Government,89306.0,1159.0,375.0
803.0,Secret Service Agent,Government,97327.0,851.0,412.0
804.0,Border Patrol Agent,Government,73171.0,4941.0,1321.0
805.0,Coast Guard Officer,Government,79131.0,2646.0,389.0
806.0,National Guard Officer,Government,73897.0,3156.0,354.0
807.0,Public Defender (Federal),Government,72878.0,2017.0,323.0
808.0,Government Economist,Government,106964.0,2057.0,559.0
809.0,Diplomatic Translator,Government,69782.0,2706.0,201.0
810.0,Embassy Officer,Government,84118.0,1603.0,323.0
811.0,USAID Officer,Government,80028.0,1395.0,390.0
812.0,Peace Corps Volunteer Leader,Government,32953.0,1897.0,307.0
813.0,Agile Coach,Consulting,136865.0,5613.0,958.0
814.0,Lean Six Sigma Consultant,Consulting,116930.0,4703.0,604.0
815.0,ERP Implementation Consultant,Consulting,136156.0,4876.0,714.0
816.0,SAP Consultant,Consulting,138830.0,5211.0,773.0
817.0,Oracle Consultant,Consulting,132718.0,4450.0,712.0
818.0,Microsoft Dynamics Consultant,Consulting,122689.0,4496.0,513.0
819.0,Process Improvement Consultant,Consulting,109937.0,4722.0,326.0
820.0,Turnaround Consultant,Consulting,174191.0,2470.0,427.0
821.0,M&A Advisor,Consulting,195539.0,2152.0,110.0
822.0,Due Diligence Analyst,Consulting,116539.0,3186.0,141.0
823.0,Valuation Analyst,Consulting,107579.0,3467.0,360.0
824.0,Restructuring Advisor,Consulting,165338.0,2392.0,233.0
825.0,Supply Chain Consultant,Consulting,116333.0,4596.0,692.0
826.0,Procurement Consultant,Consulting,110771.0,3817.0,294.0
827.0,Logistics Consultant,Consulting,103189.0,4106.0,516.0
828.0,Tax Consultant,Consulting,111613.0,5542.0,853.0
829.0,Forensic Consultant,Consulting,125539.0,2925.0,326.0
830.0,Litigation Support Consultant,Consulting,105633.0,2632.0,424.0
831.0,Astrobiologist,Science,91090.0,637.0,31.0
832.0,Cosmologist,Science,99456.0,843.0,53.0
833.0,Particle Physicist,Science,106878.0,1293.0,90.0
834.0,Theoretical Physicist,Science,98679.0,1135.0,108.0
835.0,Condensed Matter Physicist,Science,101419.0,1564.0,191.0
836.0,Plasma Physicist,Science,108184.0,1140.0,74.0
837.0,Atmospheric Scientist,Science,93014.0,2547.0,316.0
838.0,Paleoclimatologist,Science,85601.0,914.0,131.0
839.0,Glaciologist,Science,82963.0,846.0,100.0
840.0,Hydrologist,Science,87348.0,3417.0,513.0
841.0,Pedologist (Soil Scientist),Science,75475.0,2182.0,102.0
842.0,Geochemist,Science,88833.0,2612.0,328.0
843.0,Geohydrologist,Science,87538.0,2849.0,428.0
844.0,Volcanologist (Research),Science,82846.0,573.0,82.0
845.0,Seismologist (Research),Science,85860.0,906.0,58.0
846.0,Remote Sensing Scientist,Science,92556.0,2802.0,139.0
847.0,GIS Specialist,Science,75923.0,6203.0,746.0
848.0,Spatial Analyst,Science,80952.0,5045.0,558.0
849.0,Bioethicist,Science,89149.0,1531.0,90.0
850.0,Science Communicator,Science,66019.0,2685.0,447.0
851.0,Controls Engineer,Engineering,102323.0,5107.0,656.0
852.0,Systems Engineer,Engineering,117838.0,5730.0,762.0
853.0,Reliability Engineer,Engineering,106465.0,4819.0,623.0
854.0,Failure Analysis Engineer,Engineering,101764.0,3982.0,483.0
855.0,Corrosion Engineer,Engineering,99829.0,2985.0,255.0
856.0,Thermal Engineer,Engineering,106298.0,3047.0,148.0
857.0,Fluid Dynamics Engineer,Engineering,110505.0,2967.0,230.0
858.0,Computational Engineer,Engineering,119631.0,3426.0,444.0
859.0,Propulsion Engineer,Engineering,133718.0,2469.0,176.0
860.0,Avionics Engineer,Engineering,128119.0,2853.0,166.0
861.0,Flight Test Engineer,Engineering,144212.0,2371.0,126.0
862.0,Spacecraft Systems Engineer,Engineering,142882.0,1807.0,179.0
863.0,Satellite Engineer,Engineering,137336.0,1596.0,241.0
864.0,Defense Systems Engineer,Engineering,135805.0,2094.0,323.0
865.0,Naval Architect,Engineering,113046.0,1573.0,56.0
866.0,Ocean Engineer,Engineering,105473.0,1822.0,154.0
867.0,Pipeline Engineer,Engineering,118517.0,2385.0,336.0
868.0,Refinery Engineer,Engineering,123463.0,2163.0,115.0
869.0,Reservoir Engineer,Engineering,134542.0,2096.0,356.0
870.0,Drilling Engineer,Engineering,143528.0,1804.0,136.0
871.0,Digital Journalist,Media,56896.0,3335.0,561.0
872.0,Data Journalist,Media,70605.0,2761.0,935.0
873.0,Investigative Reporter,Media,62839.0,2940.0,1103.0
874.0,Foreign Correspondent,Media,73283.0,1926.0,179.0
875.0,Broadcast Producer,Media,67891.0,2712.0,723.0
876.0,News Producer,Media,72242.0,3338.0,829.0
877.0,Documentary Filmmaker,Media,65353.0,2061.0,836.0
878.0,Podcast Network Manager,Media,78265.0,1816.0,501.0
879.0,Music Video Director,Media,73209.0,2463.0,369.0
880.0,VFX Artist,Media,81588.0,3886.0,672.0
881.0,3D Animator,Media,77814.0,4035.0,386.0
882.0,Storyboard Artist,Media,66936.0,3160.0,638.0
883.0,Concept Artist,Media,73015.0,3892.0,575.0
884.0,Colorist (Film),Media,76083.0,2597.0,300.0
885.0,Foley Artist,Media,51674.0,1932.0,763.0
886.0,Music Supervisor,Media,78313.0,1869.0,666.0
887.0,Casting Director,Media,68470.0,1967.0,622.0
888.0,Talent Agent,Media,80502.0,2750.0,444.0
889.0,Sports Statistician,Media,70711.0,3141.0,295.0
890.0,Fantasy Sports Analyst,Media,65362.0,2445.0,531.0
891.0,Hospitality Consultant,Hospitality,81916.0,3495.0,154.0
892.0,Revenue Manager (Hotel),Hospitality,91045.0,4787.0,405.0
893.0,Food & Beverage Director,Hospitality,86295.0,4500.0,554.0
894.0,Banquet Manager,Hospitality,65076.0,5445.0,444.0
895.0,Catering Manager,Hospitality,68478.0,5766.0,430.0
