"2022 College Graduate Career Jobs — Hiring & Layoff Data (US) [CPI-Adjusted to 2025 USD, factor=1.0998]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2022,# Fired / Laid Off in 2022
449.0,Ornithologist,Other,68000.41,1710.0,272.0
450.0,Herpetologist,Other,63366.02,1317.0,153.0
451.0,Ichthyologist,Other,68350.14,1114.0,184.0
452.0,Primatologist,Other,68675.67,885.0,137.0
453.0,Ethologist,Other,67316.36,1149.0,127.0
454.0,Behavioral Economist,Other,101700.38,2261.0,164.0
455.0,Organizational Psychologist,Other,95955.23,3444.0,231.0
456.0,Rehabilitation Counselor,Other,53005.17,5642.0,699.0
457.0,Mental Health Counselor,Other,58146.56,8180.0,1303.0
458.0,Marriage & Family Therapist,Other,61609.7,6927.0,784.0
459.0,Addiction Counselor,Other,50861.74,6693.0,792.0
460.0,Career Counselor,Other,53292.21,4691.0,361.0
461.0,Life Coach,Other,63871.91,5975.0,298.0
462.0,Executive Coach,Other,127269.82,4419.0,302.0
463.0,Nutritionist (Private Practice),Other,65755.8,4621.0,294.0
464.0,Acupuncturist,Other,72159.71,2882.0,275.0
465.0,Naturopathic Doctor,Other,82421.58,2226.0,287.0
466.0,Homeopathic Practitioner,Other,67505.52,1601.0,80.0
467.0,Massage Therapist,Other,48600.63,8105.0,750.0
468.0,Esthetician,Other,42511.26,5888.0,774.0
469.0,Cosmetologist,Other,37930.75,8458.0,1286.0
470.0,Nail Technician,Other,35698.24,5861.0,239.0
471.0,Hair Stylist,Other,38169.4,9316.0,962.0
472.0,Tattoo Artist,Other,49770.78,3947.0,532.0
473.0,Funeral Director,Other,64673.64,3490.0,247.0
474.0,Embalmer,Other,53930.07,2588.0,177.0
475.0,Chaplain,Other,53748.61,3169.0,375.0
476.0,Theologian,Other,65546.85,1670.0,308.0
477.0,Religious Leader (Minister/Rabbi/Imam),Other,56786.15,3768.0,550.0
478.0,Philosopher (Independent),Other,44913.13,1229.0,150.0
479.0,Poet (Published),Other,38761.07,1655.0,282.0
480.0,Author / Novelist,Other,54467.86,3328.0,628.0
481.0,Technical Author,Other,76976.66,4888.0,400.0
482.0,Grant Researcher,Other,66158.31,3535.0,183.0
483.0,Professional Blogger,Other,48919.56,4531.0,380.0
484.0,Online Course Creator,Other,65301.6,5865.0,1002.0
485.0,Academic Tutor,Other,42230.82,7678.0,970.0
486.0,Test Prep Instructor,Other,51445.71,5565.0,1119.0
487.0,Piano / Music Teacher,Other,42650.93,6090.0,718.0
488.0,Art Teacher,Other,50349.25,4607.0,649.0
489.0,Dance Instructor,Other,43230.5,4540.0,706.0
490.0,Drama Teacher,Other,50164.49,3829.0,564.0
491.0,Culinary Arts Teacher,Other,52976.58,3059.0,191.0
492.0,Sommelier (Wine Educator),Other,57551.58,2205.0,160.0
493.0,Barista (Manager),Other,44157.6,5308.0,442.0
494.0,Brewery Manager,Other,64782.51,3011.0,161.0
495.0,Winemaker,Other,73456.33,2044.0,183.0
496.0,Distiller,Other,61783.46,2005.0,256.0
497.0,Food Critic,Other,58733.83,1209.0,93.0
498.0,Restaurant Critic,Other,55368.56,1033.0,63.0
499.0,Travel Writer,Other,49606.91,1930.0,221.0
500.0,Adventure Guide,Other,47229.23,2909.0,186.0
501.0,Ski Instructor,Other,39252.66,4823.0,692.0
502.0,Scuba Diving Instructor,Other,41699.63,2587.0,132.0
503.0,Pilot (Private),Other,85641.68,2550.0,260.0
504.0,Air Traffic Controller,Other,131706.26,2086.0,316.0
505.0,Maritime Captain,Other,93285.01,1911.0,85.0
506.0,Merchant Marine Officer,Other,80864.32,1669.0,176.0
507.0,Astronaut,Other,145426.88,122.0,10.0
508.0,Space Mission Analyst,Other,117284.0,886.0,98.0
509.0,Defense Contractor Analyst,Other,110568.86,3197.0,134.0
510.0,Weapons Systems Engineer,Other,126493.39,2318.0,153.0
511.0,Drone Operator (Commercial),Other,72499.53,5283.0,272.0
512.0,Autonomous Vehicle Engineer,Other,150508.87,3541.0,281.0
513.0,Battery Technology Engineer,Other,124046.43,3549.0,405.0
514.0,Hydrogen Energy Specialist,Other,117479.75,2577.0,283.0
515.0,Nuclear Reactor Operator,Other,96408.34,1793.0,280.0
516.0,Power Plant Engineer,Other,95503.23,2893.0,568.0
517.0,Utilities Manager,Other,90825.95,3394.0,290.0
518.0,Water Treatment Specialist,Other,74454.91,4381.0,234.0
519.0,Waste Management Engineer,Other,81912.39,3790.0,130.0
520.0,Recycling Engineer,Other,75875.8,2991.0,413.0
521.0,Circular Economy Consultant,Other,88775.99,2813.0,484.0
522.0,Impact Investor,Other,149335.43,1716.0,199.0
523.0,Microfinance Specialist,Other,70557.36,2131.0,268.0
524.0,Economic Development Officer,Other,76883.18,3775.0,555.0
525.0,Community Development Banker,Other,75358.91,2590.0,418.0
526.0,Financial Inclusion Specialist,Other,65703.01,2507.0,336.0
527.0,Regulatory Affairs Specialist,Other,88659.42,4476.0,973.0
528.0,Clinical Trial Manager,Other,104772.02,4066.0,226.0
529.0,Drug Safety Officer,Other,96422.63,3245.0,122.0
530.0,Medical Affairs Manager,Other,121474.08,2975.0,188.0
531.0,Pharmaceutical Sales Rep,Other,77054.74,8490.0,481.0
532.0,Medical Device Sales,Other,92054.38,7131.0,905.0
533.0,Health Informatics Specialist,Other,91159.18,3909.0,393.0
534.0,Medical Imaging Specialist,Other,81470.28,3299.0,308.0
535.0,Orthopedic Technician,Other,58960.38,4840.0,536.0
536.0,Perfusionist,Other,125712.56,1389.0,262.0
537.0,Electrophysiology Technician,Other,72354.37,2801.0,214.0
538.0,Echocardiography Technician,Other,77506.75,3230.0,419.0
539.0,Phlebotomist (Supervisor),Other,53936.67,5567.0,973.0
540.0,Pathologist Assistant,Other,93397.19,2552.0,142.0
541.0,Cytotechnologist,Other,73599.3,2807.0,354.0
542.0,Histotechnician,Other,62361.94,2818.0,572.0
543.0,Audiologist,Other,86617.16,3905.0,239.0
544.0,Prosthetist / Orthotist,Other,90339.85,2529.0,126.0
545.0,Art Therapist,Other,55501.63,3671.0,416.0
546.0,Music Therapist,Other,53661.73,3792.0,433.0
547.0,Equine Therapist,Other,48570.94,2494.0,401.0
548.0,Horticultural Therapist,Other,48641.32,1728.0,194.0
549.0,Drama Therapist,Other,53172.34,2298.0,243.0
550.0,Aquatic Therapist,Other,58432.49,3031.0,150.0
551.0,Telehealth Coordinator,Other,65245.51,6321.0,926.0
552.0,Remote Patient Monitor,Other,55487.33,4449.0,479.0
553.0,Health Coach,Other,59166.03,6464.0,300.0
554.0,Geriatric Care Manager,Other,64764.92,4641.0,655.0
555.0,Palliative Care Specialist,Other,85151.18,2959.0,477.0
556.0,Hospice Worker,Other,57356.93,4552.0,652.0
557.0,Doula,Other,47429.39,3570.0,198.0
558.0,Midwife,Other,115557.37,2320.0,538.0
559.0,Lactation Consultant,Other,67937.73,2920.0,580.0
560.0,Genetic Engineer,Other,118142.91,2103.0,203.0
561.0,CRISPR Researcher,Other,109521.88,1933.0,202.0
562.0,Synthetic Biologist,Other,118978.73,1628.0,151.0
563.0,Bioinformatics Scientist,Other,110256.52,2894.0,297.0
564.0,Computational Chemist,Other,106320.48,2306.0,235.0
565.0,Crystallographer,Other,95315.17,1209.0,207.0
566.0,Spectroscopist,Other,90509.22,1405.0,185.0
567.0,Mass Spectrometry Analyst,Other,89508.44,1837.0,121.0
568.0,Chromatography Specialist,Other,84803.66,2334.0,388.0
569.0,Lab Manager,Other,77183.42,4478.0,438.0
570.0,Research Associate,Other,55214.59,8400.0,1702.0
571.0,Postdoctoral Researcher,Other,64617.55,5969.0,1016.0
572.0,Clinical Lab Scientist,Other,72149.81,5361.0,466.0
573.0,Patent Examiner,Other,96175.19,2779.0,340.0
574.0,Technology Transfer Officer,Other,85675.77,2639.0,423.0
575.0,Research Commercialization Manager,Other,93254.22,2059.0,191.0
576.0,SBIR Grant Manager,Other,79263.06,1955.0,232.0
577.0,University Research Administrator,Other,77853.17,3660.0,368.0
578.0,Academic Department Chair,Other,117400.57,2142.0,248.0
579.0,Dean of Students,Other,96972.51,3014.0,288.0
580.0,Admissions Counselor,Other,50078.71,6495.0,883.0
581.0,Financial Aid Officer,Other,54202.81,5737.0,438.0
582.0,Registrar,Other,63234.05,3577.0,494.0
583.0,Housing Director,Other,66137.42,3251.0,443.0
584.0,Student Affairs Director,Other,86754.63,2671.0,142.0
585.0,Career Services Director,Other,80262.75,3251.0,658.0
586.0,Diversity & Inclusion Officer,Other,92839.61,4461.0,418.0
587.0,Title IX Coordinator,Other,72125.62,3791.0,394.0
588.0,Ombudsman,Other,68265.46,2445.0,307.0
589.0,Accreditation Specialist,Other,74682.56,2155.0,232.0
590.0,Institutional Research Analyst,Other,72329.07,3502.0,153.0
591.0,Assessment Coordinator,Other,61356.76,4027.0,532.0
592.0,Online Education Director,Other,90669.78,3180.0,198.0
593.0,Learning Management System Admin,Other,65895.47,4520.0,367.0
594.0,Accessibility Coordinator,Other,58938.38,3727.0,450.0
595.0,International Student Advisor,Other,54015.85,4151.0,345.0
596.0,Study Abroad Coordinator,Other,50700.07,4231.0,745.0
597.0,Alumni Relations Manager,Other,62661.07,3071.0,429.0
598.0,University Fundraiser,Other,72629.31,3714.0,281.0
599.0,API Developer,Technology,161008.29,7979.0,2115.0
600.0,GraphQL Developer,Technology,157473.66,7922.0,881.0
601.0,React Developer,Technology,148236.76,13268.0,988.0
602.0,Angular Developer,Technology,142659.88,9221.0,861.0
603.0,Vue.js Developer,Technology,147292.07,8392.0,3349.0
604.0,Node.js Developer,Technology,155003.59,12465.0,1988.0
605.0,Python Developer,Technology,149380.52,14017.0,1955.0
606.0,Java Developer,Technology,153401.24,10766.0,3845.0
607.0,C++ Developer,Technology,154675.86,8031.0,1313.0
608.0,Rust Developer,Technology,168020.36,5706.0,934.0
609.0,Go Developer,Technology,168397.58,7039.0,1632.0
610.0,Swift Developer,Technology,156577.35,8606.0,1689.0
611.0,Kotlin Developer,Technology,148906.52,7143.0,1340.0
612.0,PHP Developer,Technology,120820.83,11539.0,850.0
613.0,Ruby on Rails Developer,Technology,141752.57,7995.0,1797.0
614.0,Scala Developer,Technology,156691.73,5431.0,1074.0
615.0,R Programmer,Technology,121994.27,5395.0,1288.0
616.0,MATLAB Engineer,Technology,115960.98,4032.0,691.0
617.0,SAS Programmer,Technology,114464.21,3959.0,619.0
618.0,Tableau Developer,Technology,108165.88,6463.0,1415.0
619.0,Power BI Developer,Technology,101934.63,7118.0,1220.0
620.0,Looker Developer,Technology,116584.55,4087.0,607.0
621.0,Snowflake Engineer,Technology,158195.1,5974.0,2337.0
622.0,Spark Engineer,Technology,171447.22,5490.0,1189.0
623.0,Kafka Engineer,Technology,169941.64,4069.0,899.0
624.0,Kubernetes Engineer,Technology,175087.43,5979.0,1276.0
625.0,Docker Specialist,Technology,155575.47,6970.0,1356.0
626.0,Terraform Engineer,Technology,165830.74,6005.0,516.0
627.0,Ansible Engineer,Technology,144868.2,4380.0,467.0
628.0,Jenkins Engineer,Technology,139158.24,4100.0,281.0
629.0,GitHub Actions Specialist,Technology,143464.9,4704.0,2226.0
630.0,CI/CD Engineer,Technology,151962.75,4959.0,817.0
631.0,Infrastructure Engineer,Technology,155657.95,8276.0,1556.0
632.0,Storage Engineer,Technology,145193.73,4223.0,848.0
633.0,Virtualization Engineer,Technology,142556.5,3967.0,840.0
634.0,Data Warehouse Engineer,Technology,155517.18,5691.0,1921.0
635.0,ETL Developer,Technology,124553.41,6037.0,959.0
636.0,Information Architect,Technology,128014.36,4439.0,418.0
637.0,Interaction Designer,Technology,111298.0,6163.0,1563.0
638.0,Service Designer,Technology,119889.33,4406.0,452.0
639.0,Design System Manager,Technology,128143.03,3878.0,1198.0
640.0,Accessibility Engineer,Technology,124495.13,4207.0,1090.0
641.0,Localization Engineer,Technology,106106.03,3317.0,1050.0
642.0,Release Manager,Technology,141422.65,4190.0,1346.0
643.0,Configuration Manager,Technology,116323.9,4405.0,617.0
644.0,IT Risk Manager,Technology,129837.77,3537.0,382.0
645.0,SOC Analyst,Technology,95429.55,7607.0,628.0
646.0,Threat Intelligence Analyst,Technology,108957.71,6002.0,850.0
647.0,Incident Response Specialist,Technology,124742.57,4213.0,2011.0
648.0,Digital Forensics Analyst,Technology,105235.02,3613.0,324.0
649.0,Malware Analyst,Technology,114059.5,3349.0,345.0
650.0,Bug Bounty Hunter,Technology,99892.38,2956.0,227.0
651.0,Reverse Engineer,Technology,130478.93,2708.0,339.0
652.0,Cryptographer,Technology,152422.45,2063.0,164.0
653.0,PKI Engineer,Technology,127203.84,3489.0,503.0
654.0,Identity & Access Manager,Technology,119913.52,5020.0,904.0
655.0,Zero Trust Architect,Technology,164442.84,4051.0,441.0
656.0,SIEM Engineer,Technology,121045.18,4346.0,1021.0
657.0,Endpoint Security Analyst,Technology,99253.42,6351.0,493.0
658.0,Application Security Engineer,Technology,140494.45,5651.0,767.0
659.0,Augmented Reality Designer,Technology,120471.1,4139.0,637.0
660.0,Digital Twin Engineer,Technology,142753.36,2826.0,306.0
661.0,Edge Computing Specialist,Technology,150864.09,2520.0,827.0
662.0,IoT Engineer,Technology,137875.92,5391.0,840.0
663.0,5G Network Engineer,Technology,149555.38,4606.0,554.0
664.0,Satellite Communications Engineer,Technology,145392.78,2523.0,551.0
665.0,Chip Design Engineer,Technology,148281.85,3760.0,268.0
666.0,FPGA Engineer,Technology,143850.92,2502.0,694.0
667.0,Semiconductor Process Engineer,Technology,139650.93,2560.0,911.0
668.0,Photonics Engineer,Technology,137126.98,2000.0,481.0
669.0,Quantum Software Engineer,Technology,175834.16,1012.0,120.0
670.0,Structured Finance Analyst,Finance,128740.2,3677.0,429.0
671.0,Derivatives Trader,Finance,204981.13,2793.0,182.0
672.0,Fixed Income Analyst,Finance,111013.16,2960.0,330.0
673.0,Commodities Trader,Finance,148854.83,2207.0,258.0
674.0,Foreign Exchange Analyst,Finance,99841.79,3390.0,426.0
675.0,ESG Investment Analyst,Finance,100926.15,4910.0,492.0
676.0,Impact Investment Manager,Finance,110049.77,2968.0,422.0
677.0,Sustainable Finance Analyst,Finance,95559.32,4281.0,950.0
678.0,Fintech Product Manager,Finance,149890.8,5155.0,1444.0
679.0,Cryptocurrency Analyst,Finance,98665.04,5057.0,1085.0
680.0,DeFi Analyst,Finance,107600.6,3983.0,1041.0
681.0,RegTech Specialist,Finance,102954.11,3834.0,391.0
682.0,Robo-Advisor Developer,Finance,115119.67,2720.0,559.0
683.0,Payment Systems Analyst,Finance,90152.9,4789.0,513.0
684.0,Anti-Money Laundering Analyst,Finance,83794.08,4577.0,313.0
685.0,KYC Analyst,Finance,73792.85,5873.0,838.0
686.0,Financial Crime Investigator,Finance,92920.99,3361.0,735.0
687.0,Retirement Plan Advisor,Finance,88604.43,6085.0,461.0
688.0,Insurance Actuary,Finance,127931.88,3221.0,403.0
689.0,Catastrophe Modeler,Finance,118571.82,2018.0,344.0
690.0,Reinsurance Analyst,Finance,102056.71,2586.0,687.0
691.0,Pension Fund Manager,Finance,152953.64,2611.0,317.0
692.0,Endowment Manager,Finance,149631.26,1609.0,220.0
693.0,Family Office Advisor,Finance,157526.44,2039.0,247.0
694.0,Sovereign Wealth Fund Analyst,Finance,140978.34,1428.0,120.0
695.0,Telemedicine Physician,Healthcare,259802.0,4329.0,475.0
696.0,Concierge Medicine Physician,Healthcare,284201.3,2460.0,370.0
697.0,Hospital Administrator,Healthcare,128800.69,5095.0,687.0
698.0,Chief Medical Officer,Healthcare,405382.85,799.0,69.0
699.0,Chief Nursing Officer,Healthcare,203453.56,1371.0,109.0
700.0,Health IT Specialist,Healthcare,90586.2,7078.0,464.0
701.0,Medical Scribe,Healthcare,39225.17,9206.0,1076.0
702.0,Patient Care Coordinator,Healthcare,54067.54,11059.0,1244.0
703.0,Case Manager (Healthcare),Healthcare,63727.84,8273.0,607.0
704.0,Utilization Review Specialist,Healthcare,76510.36,6982.0,923.0
705.0,Prior Authorization Specialist,Healthcare,57910.11,7260.0,749.0
706.0,Clinical Documentation Specialist,Healthcare,69179.36,6067.0,282.0
707.0,Infection Prevention Specialist,Healthcare,80900.61,5632.0,668.0
708.0,Quality Improvement Specialist,Healthcare,84197.69,4954.0,671.0
709.0,Patient Safety Officer,Healthcare,92504.18,4214.0,300.0
710.0,Clinical Ethicist,Healthcare,94667.41,1871.0,137.0
711.0,Health Economist,Healthcare,102453.72,3038.0,371.0
712.0,Pharmacy Technician (Lead),Healthcare,48712.81,7127.0,301.0
713.0,Nuclear Medicine Technologist,Healthcare,83123.22,2723.0,257.0
714.0,MRI Technologist,Healthcare,77686.01,5665.0,835.0
715.0,CT Technologist,Healthcare,76217.83,6446.0,425.0
716.0,Ultrasound Technologist,Healthcare,80038.39,6166.0,636.0
717.0,Cardiovascular Technologist,Healthcare,71400.87,4112.0,572.0
718.0,Polysomnographic Technician,Healthcare,59715.91,3762.0,539.0
719.0,Dialysis Technician,Healthcare,53646.33,5373.0,734.0
720.0,Surgical Technician,Healthcare,56491.42,5637.0,510.0
721.0,Sterile Processing Technician,Healthcare,50085.31,6654.0,980.0
722.0,Dental Assistant (Lead),Healthcare,43293.19,8510.0,548.0
723.0,Orthodontist,Healthcare,270851.3,2084.0,257.0
724.0,Endodontist,Healthcare,309735.55,1314.0,121.0
725.0,Periodontist,Healthcare,302315.46,1086.0,129.0
726.0,Oral Surgeon,Healthcare,390677.94,999.0,114.0
727.0,Prosthodontist,Healthcare,283830.68,1045.0,66.0
728.0,Pediatric Dentist,Healthcare,255070.83,1582.0,175.0
729.0,Chief of Staff,Business,172582.17,3940.0,565.0
730.0,Chief People Officer,Business,250360.56,1287.0,207.0
731.0,Chief Revenue Officer,Business,297464.41,943.0,160.0
732.0,Chief Technology Officer,Business,325021.12,760.0,102.0
733.0,General Manager,Business,131899.82,6024.0,572.0
734.0,Regional Manager,Business,114025.4,6888.0,980.0
735.0,District Manager,Business,98087.67,7087.0,562.0
736.0,Category Manager,Business,90709.37,6153.0,754.0
737.0,Channel Manager,Business,95299.78,5435.0,682.0
738.0,Partnership Manager,Business,99665.83,6159.0,743.0
739.0,Alliance Manager,Business,103837.22,4808.0,246.0
740.0,Vendor Manager,Business,91911.41,5310.0,727.0
741.0,Contract Negotiator,Business,104226.54,4531.0,322.0
742.0,Pricing Analyst,Business,85970.5,6228.0,805.0
743.0,Revenue Operations Manager,Business,110959.27,4724.0,483.0
744.0,Sales Operations Analyst,Business,77267.0,5770.0,930.0
745.0,Inside Sales Representative,Business,58278.53,14696.0,2669.0
746.0,Enterprise Account Executive,Business,153727.87,7977.0,510.0
747.0,SMB Account Executive,Business,87153.85,10132.0,1718.0
748.0,Sales Development Representative,Business,55826.06,15116.0,1361.0
749.0,Business Development Representative,Business,59217.72,12511.0,1129.0
750.0,Customer Experience Manager,Business,83972.24,6517.0,377.0
751.0,Community Manager,Business,64031.38,7598.0,987.0
752.0,User Research Manager,Business,109740.74,4794.0,194.0
753.0,Performance Marketing Manager,Marketing,96938.42,7804.0,866.0
754.0,Paid Search Specialist,Marketing,73648.78,6258.0,811.0
755.0,Paid Social Specialist,Marketing,69429.0,6769.0,1421.0
756.0,Affiliate Marketing Manager,Marketing,80360.62,5674.0,421.0
757.0,Conversion Rate Optimizer,Marketing,85872.63,5238.0,784.0
758.0,Marketing Analytics Manager,Marketing,102780.35,6481.0,704.0
759.0,CRM Manager,Marketing,91150.38,8182.0,536.0
760.0,Loyalty Program Manager,Marketing,83077.03,5598.0,1076.0
761.0,Trade Marketing Manager,Marketing,79817.34,5121.0,549.0
762.0,Shopper Marketing Manager,Marketing,83483.95,4003.0,486.0
763.0,Retail Marketing Manager,Marketing,78374.46,5311.0,575.0
764.0,Field Marketing Manager,Marketing,85095.1,6410.0,762.0
765.0,Account Director (Advertising),Marketing,114878.82,4995.0,644.0
766.0,Media Planner,Marketing,66724.69,5680.0,817.0
767.0,Account Planner,Marketing,73541.01,4852.0,588.0
768.0,Brand Strategist,Marketing,93232.23,4913.0,293.0
769.0,Consumer Insights Manager,Marketing,97860.02,4599.0,179.0
770.0,Packaging Designer,Marketing,66426.65,4802.0,303.0
771.0,Retail Designer,Marketing,63658.56,4271.0,357.0
772.0,Experiential Marketing Manager,Marketing,84987.32,5583.0,711.0
773.0,Online Course Developer,Education,74227.26,5050.0,837.0
774.0,Educational Technology Specialist,Education,69012.19,5466.0,402.0
775.0,Learning Experience Designer,Education,79926.22,4733.0,496.0
776.0,Corporate Learning Manager,Education,88943.16,5215.0,569.0
777.0,Academic Coach,Education,49021.84,5791.0,1042.0
778.0,Reading Specialist,Education,57266.75,6074.0,485.0
779.0,Math Interventionist,Education,56996.21,5254.0,374.0
780.0,STEM Coordinator,Education,65579.84,4291.0,648.0
781.0,Gifted Education Teacher,Education,58848.2,5031.0,709.0
782.0,Bilingual Education Teacher,Education,54912.16,6911.0,809.0
783.0,Montessori Teacher,Education,45056.1,5908.0,482.0
784.0,Waldorf Teacher,Education,46455.0,3895.0,234.0
785.0,Online Tutor (Platform),Education,47372.2,9965.0,870.0
786.0,Test Prep Coordinator,Education,57146.87,4635.0,234.0
787.0,Education Policy Analyst,Education,76998.66,3344.0,197.0
788.0,School Data Analyst,Education,65593.04,4433.0,350.0
789.0,Education Researcher,Education,73395.84,3497.0,504.0
790.0,Textbook Editor,Education,62132.09,3159.0,454.0
791.0,Educational Publisher,Education,74141.48,2916.0,219.0
792.0,Simulation Educator,Education,76946.97,3668.0,510.0
793.0,Budget Analyst (Government),Government,81160.15,4933.0,263.0
794.0,Legislative Analyst,Government,84127.31,3875.0,234.0
795.0,Municipal Manager,Government,93017.77,3436.0,230.0
796.0,County Administrator,Government,91319.74,2796.0,306.0
797.0,Public Works Director,Government,105461.57,2787.0,348.0
798.0,Emergency Management Director,Government,98676.04,2900.0,259.0
799.0,Homeland Security Analyst,Government,95203.0,3730.0,446.0
800.0,Diplomatic Security Agent,Government,90359.65,2227.0,332.0
801.0,DEA Agent,Government,91419.82,1869.0,154.0
802.0,ATF Agent,Government,88387.78,1577.0,196.0
803.0,Secret Service Agent,Government,98392.3,1232.0,174.0
804.0,Border Patrol Agent,Government,71319.49,6200.0,500.0
805.0,Coast Guard Officer,Government,78825.36,3527.0,216.0
806.0,National Guard Officer,Government,71891.37,4588.0,204.0
807.0,Public Defender (Federal),Government,72138.81,2793.0,188.0
808.0,Government Economist,Government,107710.58,2468.0,242.0
809.0,Diplomatic Translator,Government,68307.25,3290.0,111.0
810.0,Embassy Officer,Government,83180.41,2243.0,203.0
811.0,USAID Officer,Government,77907.06,1721.0,180.0
812.0,Peace Corps Volunteer Leader,Government,32216.39,2438.0,215.0
813.0,Agile Coach,Consulting,134447.96,6333.0,1010.0
814.0,Lean Six Sigma Consultant,Consulting,117270.8,4943.0,716.0
815.0,ERP Implementation Consultant,Consulting,138062.88,5667.0,895.0
816.0,SAP Consultant,Consulting,141264.28,5480.0,728.0
817.0,Oracle Consultant,Consulting,134634.92,4551.0,812.0
818.0,Microsoft Dynamics Consultant,Consulting,129011.85,4693.0,772.0
819.0,Process Improvement Consultant,Consulting,109477.89,4535.0,413.0
820.0,Turnaround Consultant,Consulting,174429.77,2897.0,401.0
821.0,M&A Advisor,Consulting,198567.32,2377.0,126.0
822.0,Due Diligence Analyst,Consulting,120721.85,3181.0,176.0
823.0,Valuation Analyst,Consulting,107345.46,3558.0,382.0
824.0,Restructuring Advisor,Consulting,163711.5,2446.0,245.0
825.0,Supply Chain Consultant,Consulting,121856.8,4499.0,765.0
826.0,Procurement Consultant,Consulting,109751.73,4767.0,278.0
827.0,Logistics Consultant,Consulting,102007.22,4965.0,418.0
828.0,Tax Consultant,Consulting,114677.56,5820.0,1276.0
829.0,Forensic Consultant,Consulting,126774.93,3134.0,359.0
830.0,Litigation Support Consultant,Consulting,107540.11,3057.0,592.0
831.0,Astrobiologist,Science,90537.81,676.0,36.0
832.0,Cosmologist,Science,95609.91,874.0,50.0
833.0,Particle Physicist,Science,107985.52,1250.0,121.0
834.0,Theoretical Physicist,Science,95095.22,1174.0,85.0
835.0,Condensed Matter Physicist,Science,102377.84,1358.0,183.0
836.0,Plasma Physicist,Science,100796.38,1149.0,97.0
837.0,Atmospheric Scientist,Science,89750.38,2805.0,361.0
838.0,Paleoclimatologist,Science,83359.67,834.0,118.0
839.0,Glaciologist,Science,82935.17,736.0,109.0
840.0,Hydrologist,Science,86382.92,3305.0,420.0
841.0,Pedologist (Soil Scientist),Science,73870.94,2177.0,149.0
842.0,Geochemist,Science,87082.36,2494.0,351.0
843.0,Geohydrologist,Science,86171.76,2789.0,365.0
844.0,Volcanologist (Research),Science,79553.4,621.0,101.0
845.0,Seismologist (Research),Science,84418.74,840.0,64.0
846.0,Remote Sensing Scientist,Science,91740.95,2726.0,155.0
847.0,GIS Specialist,Science,73624.59,5841.0,728.0
848.0,Spatial Analyst,Science,77557.33,4880.0,548.0
849.0,Bioethicist,Science,87478.28,1540.0,85.0
850.0,Science Communicator,Science,63298.94,2912.0,380.0
851.0,Controls Engineer,Engineering,102729.76,4810.0,615.0
852.0,Systems Engineer,Engineering,112215.2,6065.0,902.0
853.0,Reliability Engineer,Engineering,105627.63,4842.0,545.0
854.0,Failure Analysis Engineer,Engineering,102902.42,3891.0,515.0
855.0,Corrosion Engineer,Engineering,99363.39,2722.0,282.0
856.0,Thermal Engineer,Engineering,104710.43,3685.0,160.0
857.0,Fluid Dynamics Engineer,Engineering,105115.14,2817.0,268.0
858.0,Computational Engineer,Engineering,116576.85,3602.0,350.0
859.0,Propulsion Engineer,Engineering,132626.76,2389.0,135.0
860.0,Avionics Engineer,Engineering,130453.63,2937.0,184.0
861.0,Flight Test Engineer,Engineering,135126.52,2074.0,139.0
862.0,Spacecraft Systems Engineer,Engineering,141079.52,1837.0,250.0
863.0,Satellite Engineer,Engineering,138655.65,1598.0,254.0
864.0,Defense Systems Engineer,Engineering,137337.03,2471.0,331.0
865.0,Naval Architect,Engineering,110831.7,1467.0,62.0
866.0,Ocean Engineer,Engineering,104581.76,1968.0,193.0
867.0,Pipeline Engineer,Engineering,117245.5,2330.0,358.0
868.0,Refinery Engineer,Engineering,120506.29,2324.0,126.0
869.0,Reservoir Engineer,Engineering,130841.85,2392.0,323.0
870.0,Drilling Engineer,Engineering,139268.21,1794.0,125.0
871.0,Digital Journalist,Media,58506.18,3550.0,1112.0
872.0,Data Journalist,Media,74715.55,3121.0,1081.0
873.0,Investigative Reporter,Media,63291.24,2909.0,1036.0
874.0,Foreign Correspondent,Media,75218.14,1778.0,196.0
875.0,Broadcast Producer,Media,68809.84,2497.0,1259.0
876.0,News Producer,Media,74387.82,3469.0,1149.0
877.0,Documentary Filmmaker,Media,66447.55,2285.0,831.0
878.0,Podcast Network Manager,Media,79233.37,2075.0,698.0
879.0,Music Video Director,Media,72531.43,2388.0,489.0
880.0,VFX Artist,Media,82962.66,3780.0,788.0
881.0,3D Animator,Media,80131.87,4247.0,639.0
882.0,Storyboard Artist,Media,70680.53,3237.0,723.0
883.0,Concept Artist,Media,73216.58,3694.0,654.0
884.0,Colorist (Film),Media,74436.21,2615.0,411.0
885.0,Foley Artist,Media,52025.29,2229.0,550.0
886.0,Music Supervisor,Media,80072.49,1628.0,682.0
887.0,Casting Director,Media,69628.06,1898.0,828.0
888.0,Talent Agent,Media,82600.84,2664.0,527.0
889.0,Sports Statistician,Media,74387.82,3275.0,574.0
890.0,Fantasy Sports Analyst,Media,64376.7,2016.0,441.0
891.0,Hospitality Consultant,Hospitality,79564.4,4763.0,205.0
892.0,Revenue Manager (Hotel),Hospitality,91727.75,5241.0,449.0
893.0,Food & Beverage Director,Hospitality,84556.21,6342.0,422.0
894.0,Banquet Manager,Hospitality,60603.42,6070.0,328.0
